Item_Fat_Content,Item_ID,Item_Type,Item_Category,Item_Visibility,Visibility_Band,Item_Weight,Sales_Per_Weight,High_Rated_Item,Rating
Low Fat,DRM11,Hard Drinks,Drinks,0.066338717,Medium,6.57,39.79114155,1,4.5
Low Fat,NCP41,Health and Hygiene,Household,0.016276741,Low,16.6,6.618048193,1,4.5
Low Fat,NCP17,Health and Hygiene,Household,0.027827268,Low,19.35,3.391049096,1,4.5
Low Fat,NCS38,Household,Household,0.090558833,High,8.6,13.09506977,1,4.5
Low Fat,DRJ25,Soft Drinks,Drinks,0.151180862,High,14.6,3.258164384,1,4.5
Regular,FDY26,Dairy,Perishables,0.030634813,Low,20.6,10.33613592,1,4.5
Regular,FDV20,Fruits and Vegetables,Perishables,0.060045008,Medium,20.2,6.354841584,1,4.5
Regular,FDV57,Snack Foods,Packaged Foods,0,Low,15.25,11.78793443,1,4.5
Low Fat,FDP11,Breads,Perishables,0.068765925,Medium,,0,1,4.5
Low Fat,FDR23,Breads,Perishables,0.08139146,High,,0,1,4.5
Low Fat,FDB27,Dairy,Perishables,0.055121892,Medium,,0,1,4.5
Low Fat,FDK51,Dairy,Perishables,0.005209791,Low,,0,1,4.5
Low Fat,FDK28,Frozen Foods,Perishables,0.065272284,Medium,,0,1,4.5
Low Fat,FDK52,Frozen Foods,Perishables,0,Low,,0,1,4.5
Low Fat,FDU52,Frozen Foods,Perishables,0.063462048,Medium,,0,1,4.5
Low Fat,NCK05,Health and Hygiene,Household,0.077079177,Medium,,0,1,4.5
Low Fat,NCA06,Household,Household,0.142589751,High,,0,1,4.5
Low Fat,NCE06,Household,Household,0.091042211,High,,0,1,4.5
Low Fat,NCG07,Household,Household,0.052247806,Medium,,0,1,4.5
Low Fat,NCH54,Household,Household,0.072317217,Medium,,0,1,4.5
Low Fat,NCT18,Household,Household,0.05911748,Medium,,0,1,4.5
Low Fat,NCZ06,Household,Household,0.09370568,High,,0,1,4.5
Low Fat,NCL07,Others,Packaged Foods,0.0311868,Low,,0,1,4.5
Regular,FDF24,Baking Goods,Packaged Foods,0.02524761,Low,,0,1,4.5
Regular,FDF26,Canned,Packaged Foods,0.046408928,Medium,,0,1,4.5
Regular,FDR40,Frozen Foods,Perishables,0.00799548,Low,,0,1,4.5
Regular,FDW16,Frozen Foods,Perishables,0.041273391,Medium,,0,1,4.5
Regular,FDY04,Frozen Foods,Perishables,0.042270751,Medium,,0,1,4.5
Regular,FDO31,Fruits and Vegetables,Perishables,0.028842332,Low,,0,1,4.5
Regular,FDF34,Snack Foods,Packaged Foods,0.013951504,Low,,0,1,4.5
Regular,DRC36,Soft Drinks,Drinks,0.044767032,Medium,,0,1,4.5
low fat,FDW24,Baking Goods,Packaged Foods,0.037315469,Medium,,0,1,4.5
low fat,FDQ23,Breads,Perishables,0.024407061,Low,,0,1,4.5
low fat,NCS05,Health and Hygiene,Household,0.020876485,Low,,0,1,4.5
Regular,FDT26,Dairy,Perishables,0.067624438,Medium,,0,1,4.5
Low Fat,NCD19,Household,Household,0,Low,8.93,6.031511758,1,4.4
Low Fat,FDB34,Snack Foods,Packaged Foods,0.026480954,Low,,0,1,4.4
Low Fat,DRK35,Hard Drinks,Drinks,0.071958197,Medium,8.365,4.548786611,1,4.4
Regular,FDB56,Fruits and Vegetables,Perishables,0.07461309,Medium,8.75,21.42349714,1,4.4
Low Fat,FDP09,Snack Foods,Packaged Foods,0.034027909,Low,19.75,10.7387443,1,4.4
Low Fat,FDG02,Canned,Packaged Foods,0.011307038,Low,7.855,23.99984723,1,4.4
Regular,FDM15,Meat,Perishables,0.057373797,Medium,11.8,12.83361017,1,4.4
Regular,FDO08,Fruits and Vegetables,Perishables,0.09415375,High,,0,1,4.4
Low Fat,FDT43,Fruits and Vegetables,Perishables,0.020631654,Low,16.35,3.066201835,1,4.4
Low Fat,FDI24,Baking Goods,Packaged Foods,0.078362484,High,,0,1,4.4
Regular,FDS46,Snack Foods,Packaged Foods,0.082741482,High,,0,1,4.4
Regular,FDG28,Frozen Foods,Perishables,0.049559042,Medium,9.285,26.53897684,1,4.4
Low Fat,FDG24,Baking Goods,Packaged Foods,0.014618973,Low,7.975,10.68652038,1,4.4
Low Fat,FDQ56,Fruits and Vegetables,Perishables,0.10550944,High,6.59,13.0031563,1,4.4
Low Fat,FDX23,Baking Goods,Packaged Foods,0.029691762,Low,6.445,14.37449185,1,4.4
Regular,FDR44,Fruits and Vegetables,Perishables,0.102920886,High,6.11,21.35790507,1,4.4
Regular,FDU01,Canned,Packaged Foods,0.011995271,Low,20.25,9.115674074,1,4.4
Regular,FDP59,Breads,Perishables,0.056580228,Medium,20.85,5.067856115,1,4.4
Low Fat,NCV17,Health and Hygiene,Household,0.01619866,Low,18.85,6.857432361,1,4.4
Low Fat,FDZ15,Dairy,Perishables,0.020870744,Low,13.1,8.960167939,1,4.4
Low Fat,FDA36,Baking Goods,Packaged Foods,0.005677876,Low,5.985,30.89263158,1,4.4
Low Fat,FDV51,Meat,Perishables,0.054463442,Medium,16.35,10.02349847,1,4.4
Low Fat,NCT41,Health and Hygiene,Household,0.098031771,High,,0,1,4.4
Low Fat,NCK54,Household,Household,0,Low,12.15,9.696707819,1,4.4
Low Fat,FDE16,Frozen Foods,Perishables,0.026384672,Low,8.895,23.49582912,1,4.4
Low Fat,FDE53,Frozen Foods,Perishables,0.026749991,Low,,0,1,4.4
Low Fat,NCL19,Others,Packaged Foods,0.015673267,Low,15.35,9.449315961,1,4.4
Regular,FDT32,Fruits and Vegetables,Perishables,0.065316099,Medium,,0,1,4.4
Low Fat,FDC46,Snack Foods,Packaged Foods,0.115978122,High,,0,1,4.4
Low Fat,FDS10,Snack Foods,Packaged Foods,0.0350152,Medium,,0,1,4.4
Low Fat,FDC04,Dairy,Perishables,0.044767801,Medium,,0,1,4.4
Low Fat,NCJ30,Household,Household,0.080968973,High,5.82,29.44656357,1,4.4
Regular,FDQ15,Meat,Perishables,0.150341867,High,,0,1,4.4
Regular,FDV01,Canned,Packaged Foods,0,Low,,0,1,4.4
Regular,FDJ57,Seafood,Packaged Foods,0.021569566,Low,7.42,24.91350404,1,4.4
Low Fat,NCE31,Household,Household,0.184843579,High,7.67,4.31833116,1,4.4
Low Fat,FDV07,Fruits and Vegetables,Perishables,0,Low,9.5,11.62345263,1,4.4
Low Fat,FDD04,Dairy,Perishables,0.090153756,High,16,8.9509625,1,4.4
Low Fat,NCC18,Household,Household,0.177545624,High,19.1,9.028387435,1,4.4
Low Fat,NCL31,Others,Packaged Foods,0.120467994,High,7.39,19.64100135,1,4.4
Low Fat,FDA33,Snack Foods,Packaged Foods,0.033952603,Low,6.48,22.87154321,1,4.4
Low Fat,FDT59,Breads,Perishables,0,Low,13.65,16.81075458,1,4.4
Low Fat,FDE26,Canned,Packaged Foods,0.089144149,High,9.3,15.58909677,1,4.4
Low Fat,FDB50,Canned,Packaged Foods,0.153857402,High,13,5.876815385,1,4.4
Low Fat,FDC17,Frozen Foods,Perishables,0.015484763,Low,12.15,17.44796708,1,4.4
Low Fat,FDM44,Fruits and Vegetables,Perishables,0.031097948,Low,12.5,8.31192,1,4.4
Low Fat,DRI11,Hard Drinks,Drinks,0.034457776,Low,8.26,13.72680387,1,4.4
Low Fat,DRL47,Hard Drinks,Drinks,0,Low,19.7,6.392700508,1,4.4
Low Fat,NCB30,Household,Household,0.025742955,Low,14.6,13.50057534,1,4.4
Low Fat,NCI18,Household,Household,0.014045832,Low,18.35,12.14030518,1,4.4
Low Fat,NCP06,Household,Household,0.039306822,Medium,20.7,7.281961353,1,4.4
Low Fat,NCO02,Others,Packaged Foods,0,Low,11.15,5.830869955,1,4.4
Low Fat,DRE37,Soft Drinks,Drinks,0.094366079,High,13.5,14.1472,1,4.4
Low Fat,DRD24,Soft Drinks,Drinks,0.030842963,Low,13.85,10.33324188,1,4.4
Low Fat,DRL37,Soft Drinks,Drinks,0.053455158,Medium,15.5,2.817870968,1,4.4
Regular,FDJ12,Baking Goods,Packaged Foods,0.039101813,Medium,8.895,23.47718943,1,4.4
Regular,FDX11,Baking Goods,Packaged Foods,0.106918052,High,16,11.4727125,1,4.4
Regular,FDJ60,Baking Goods,Packaged Foods,0.062625641,Medium,19.35,8.543586563,1,4.4
Regular,FDB37,Baking Goods,Packaged Foods,0.022976493,Low,20.25,11.86932346,1,4.4
Regular,FDC51,Dairy,Perishables,0.009636821,Low,10.895,11.18614043,1,4.4
Regular,FDY15,Dairy,Perishables,0.171093639,High,18.25,8.529479452,1,4.4
Regular,FDV04,Frozen Foods,Perishables,0.150248468,High,7.825,19.83754633,1,4.4
Regular,FDB56,Fruits and Vegetables,Perishables,0.074743226,Medium,8.75,21.44635429,1,4.4
Regular,FDY20,Fruits and Vegetables,Perishables,0.081879864,High,12.5,7.339904,1,4.4
Regular,FDK32,Fruits and Vegetables,Perishables,0.049051717,Medium,16.25,9.382658462,1,4.4
Regular,FDP44,Fruits and Vegetables,Perishables,0.079837509,High,16.5,6.189890909,1,4.4
Regular,FDS32,Fruits and Vegetables,Perishables,0.029700018,Low,17.75,7.908946479,1,4.4
Regular,FDG09,Fruits and Vegetables,Perishables,0.048010812,Medium,20.6,9.114349515,1,4.4
Regular,FDW51,Meat,Perishables,0.094807042,High,6.155,34.66385053,1,4.4
Regular,FDK58,Snack Foods,Packaged Foods,0.045052492,Medium,11.35,9.039788546,1,4.4
Regular,FDA09,Snack Foods,Packaged Foods,0.149598628,High,13.35,13.44314607,1,4.4
Regular,FDM58,Snack Foods,Packaged Foods,0,Low,16.85,6.531418398,1,4.4
Regular,DRM49,Soft Drinks,Drinks,0,Low,6.11,7.039050736,1,4.4
Regular,DRA59,Soft Drinks,Drinks,0.128126825,High,8.27,22.21189843,1,4.4
Regular,FDD47,Starchy Foods,Packaged Foods,0.142632186,High,7.6,22.67694737,1,4.4
Regular,FDC03,Dairy,Perishables,0.071958197,Medium,8.575,22.78476968,1,4.4
Regular,FDU31,Fruits and Vegetables,Perishables,0.02502991,Low,10.5,20.8048381,1,4.4
Low Fat,FDX24,Baking Goods,Packaged Foods,0.024387984,Low,,0,1,4.4
Low Fat,DRG27,Dairy,Perishables,0.184035253,High,,0,1,4.4
Low Fat,FDF16,Frozen Foods,Perishables,0.150806666,High,,0,1,4.4
Low Fat,FDH08,Fruits and Vegetables,Perishables,0.030516069,Low,,0,1,4.4
Low Fat,FDR08,Fruits and Vegetables,Perishables,0.065872936,Medium,,0,1,4.4
Low Fat,FDU07,Fruits and Vegetables,Perishables,0.104784329,High,,0,1,4.4
Low Fat,FDU32,Fruits and Vegetables,Perishables,0.045465958,Medium,,0,1,4.4
Low Fat,NCT53,Health and Hygiene,Household,0.084245356,High,,0,1,4.4
Low Fat,NCB19,Household,Household,0.158096128,High,,0,1,4.4
Low Fat,FDK43,Meat,Perishables,0.046994717,Medium,,0,1,4.4
Low Fat,NCL55,Others,Packaged Foods,0.113212516,High,,0,1,4.4
Low Fat,FDK33,Snack Foods,Packaged Foods,0.019671473,Low,,0,1,4.4
Low Fat,FDX09,Snack Foods,Packaged Foods,0.114243048,High,,0,1,4.4
Low Fat,FDZ22,Snack Foods,Packaged Foods,0.079261744,High,,0,1,4.4
Regular,FDY38,Dairy,Perishables,0.208662546,High,,0,1,4.4
Regular,FDE28,Frozen Foods,Perishables,0.232072674,High,,0,1,4.4
Regular,FDP40,Frozen Foods,Perishables,0.060154968,Medium,,0,1,4.4
Regular,FDY39,Meat,Perishables,0.08234117,High,,0,1,4.4
Regular,FDQ45,Snack Foods,Packaged Foods,0.019114349,Low,,0,1,4.4
Regular,FDE11,Starchy Foods,Packaged Foods,0.23653561,High,,0,1,4.4
low fat,FDD51,Dairy,Perishables,0.210021713,High,,0,1,4.4
Low Fat,FDJ41,Frozen Foods,Perishables,0.02288328,Low,6.85,38.14005839,1,4.4
Low Fat,FDP60,Baking Goods,Packaged Foods,0,Low,17.35,5.930927954,1,4.4
Low Fat,FDZ48,Baking Goods,Packaged Foods,0.075959623,Medium,17.75,6.335459155,1,4.4
Low Fat,FDU59,Breads,Perishables,0.096386227,High,5.78,28.2967474,1,4.4
Low Fat,FDC50,Canned,Packaged Foods,0.136497913,High,15.85,6.076302839,1,4.4
Low Fat,DRF03,Dairy,Perishables,0.045308131,Medium,19.1,2.225853403,1,4.4
Low Fat,FDT28,Frozen Foods,Perishables,0.06356617,Medium,13.3,11.38126316,1,4.4
Low Fat,DRN11,Hard Drinks,Drinks,0.162980276,High,7.85,18.50247134,1,4.4
Low Fat,NCI29,Health and Hygiene,Household,0.032621545,Low,8.6,16.65295349,1,4.4
Low Fat,NCA53,Health and Hygiene,Household,0.009878459,Low,11.395,4.177569109,1,4.4
Low Fat,NCT41,Health and Hygiene,Household,0.055990291,Medium,15.7,9.75811465,1,4.4
Low Fat,NCM53,Health and Hygiene,Household,0.052040915,Medium,18.75,5.638826667,1,4.4
Low Fat,NCM30,Household,Household,0.067295406,Medium,19.1,2.197884817,1,4.4
Low Fat,NCN43,Others,Packaged Foods,0,Low,12.15,10.18707819,1,4.4
Low Fat,NCP43,Others,Packaged Foods,0.03050705,Low,17.75,10.16146479,1,4.4
Low Fat,FDA33,Snack Foods,Packaged Foods,0.033899898,Low,6.48,22.67092593,1,4.4
Low Fat,FDP57,Snack Foods,Packaged Foods,0,Low,17.5,5.885657143,1,4.4
Low Fat,FDE46,Snack Foods,Packaged Foods,0.015769693,Low,18.6,8.179387097,1,4.4
Low Fat,FDA22,Starchy Foods,Packaged Foods,0.084452363,High,7.435,22.22135844,1,4.4
Regular,FDW40,Frozen Foods,Perishables,0.105145451,High,14,10.3058,1,4.4
Regular,FDH05,Frozen Foods,Perishables,0.090913642,High,14.35,16.1183554,1,4.4
Regular,FDW16,Frozen Foods,Perishables,0.041474232,Medium,17.35,5.364864553,1,4.4
Regular,FDT07,Fruits and Vegetables,Perishables,0.077319079,High,5.82,43.88883162,1,4.4
Regular,FDC33,Fruits and Vegetables,Perishables,0.06893834,Medium,8.96,21.92821429,1,4.4
Regular,FDO39,Meat,Perishables,0.137366883,High,6.985,26.47971367,1,4.4
Regular,FDI21,Snack Foods,Packaged Foods,0.056602818,Medium,5.59,11.30890877,1,4.4
Regular,FDW09,Snack Foods,Packaged Foods,0.025920816,Low,13.65,5.950930403,1,4.4
Regular,FDN58,Snack Foods,Packaged Foods,0.056872392,Medium,13.8,16.75350725,1,4.4
Low Fat,FDA23,Baking Goods,Packaged Foods,0.047453947,Medium,9.8,10.37771429,1,4.4
Low Fat,FDR02,Dairy,Perishables,0.022190488,Low,16.7,6.777760479,1,4.4
Low Fat,FDT36,Baking Goods,Packaged Foods,0.111500259,High,12.3,2.901414634,1,4.4
Low Fat,FDQ12,Baking Goods,Packaged Foods,0.035482562,Medium,12.65,18.29256917,1,4.4
Low Fat,FDS23,Breads,Perishables,0.141174838,High,4.635,27.42166127,1,4.4
Low Fat,FDS35,Breads,Perishables,0.11144608,High,9.3,6.95511828,1,4.4
Low Fat,FDX59,Breads,Perishables,0.051766042,Medium,10.195,3.389485042,1,4.4
Low Fat,FDF14,Canned,Packaged Foods,0.027224917,Low,7.55,20.25615894,1,4.4
Low Fat,FDU25,Canned,Packaged Foods,0.026735372,Low,12.35,4.649765182,1,4.4
Low Fat,FDT37,Canned,Packaged Foods,0,Low,14.15,17.92942756,1,4.4
Low Fat,FDX26,Dairy,Perishables,0.087986599,High,17.7,10.25023729,1,4.4
Low Fat,FDX16,Frozen Foods,Perishables,0.06594351,Medium,17.85,8.353221289,1,4.4
Low Fat,FDA56,Fruits and Vegetables,Perishables,0.008782561,Low,9.21,13.01209555,1,4.4
Low Fat,FDP07,Fruits and Vegetables,Perishables,0.090084098,High,18.2,10.83576923,1,4.4
Low Fat,NCD43,Household,Household,0.016052446,Low,8.85,12.06738983,1,4.4
Low Fat,NCT06,Household,Household,0.038816115,Medium,17.1,9.735918129,1,4.4
Low Fat,NCI18,Household,Household,0.014052469,Low,18.35,12.21114986,1,4.4
Low Fat,NCB43,Household,Household,0.100114941,High,20.2,9.326227723,1,4.4
Low Fat,FDQ39,Meat,Perishables,0.081206491,High,14.8,12.7895,1,4.4
Low Fat,FDK45,Seafood,Packaged Foods,0.033926852,Low,11.65,9.578197425,1,4.4
Low Fat,FDK33,Snack Foods,Packaged Foods,0.011258035,Low,17.85,11.85747899,1,4.4
Low Fat,FDK48,Baking Goods,Packaged Foods,0.037845086,Medium,7.445,10.14578912,1,4.4
Low Fat,FDH48,Baking Goods,Packaged Foods,0.06082246,Medium,13.5,6.307703704,1,4.4
Low Fat,FDZ38,Dairy,Perishables,0.008046275,Low,17.6,9.871715909,1,4.4
Low Fat,DRH39,Dairy,Perishables,0.093214498,High,20.7,3.607101449,1,4.4
Low Fat,FDK04,Frozen Foods,Perishables,0.052607932,Medium,7.36,7.657445652,1,4.4
Low Fat,FDQ16,Frozen Foods,Perishables,0.041974489,Medium,19.7,5.517319797,1,4.4
Low Fat,FDX20,Fruits and Vegetables,Perishables,0.04280099,Medium,7.365,31.00773931,1,4.4
Low Fat,FDC44,Fruits and Vegetables,Perishables,0.173573164,High,15.6,7.336653846,1,4.4
Low Fat,DRK23,Hard Drinks,Drinks,0.072383777,Medium,8.395,29.95878499,1,4.4
Low Fat,DRO47,Hard Drinks,Drinks,0.112859454,High,10.195,11.22962236,1,4.4
Low Fat,DRJ23,Hard Drinks,Drinks,0.041904578,Medium,18.35,10.25543324,1,4.4
Low Fat,NCL53,Health and Hygiene,Household,0.036439878,Medium,7.5,23.37370667,1,4.4
Low Fat,NCI17,Health and Hygiene,Household,0.1442339,High,8.645,11.04002313,1,4.4
Low Fat,NCL29,Health and Hygiene,Household,0.114583922,High,9.695,16.13825683,1,4.4
Low Fat,NCA53,Health and Hygiene,Household,0.009934335,Low,11.395,4.142465994,1,4.4
Low Fat,NCV41,Health and Hygiene,Household,0.017135155,Low,14.35,7.653156794,1,4.4
Low Fat,NCP06,Household,Household,0.039467795,Medium,20.7,7.330270531,1,4.4
Low Fat,FDP39,Meat,Perishables,0.069817659,Medium,12.65,4.231810277,1,4.4
Low Fat,FDV51,Meat,Perishables,0.03272295,Low,16.35,10.13970642,1,4.4
Low Fat,FDL10,Snack Foods,Packaged Foods,0.039715591,Medium,8.395,11.92426444,1,4.4
Regular,FDT12,Baking Goods,Packaged Foods,0.049722335,Medium,6.215,36.12328238,1,4.4
Regular,FDD26,Canned,Packaged Foods,0.072301795,Medium,8.71,21.31944891,1,4.4
Regular,FDN16,Frozen Foods,Perishables,0.062827447,Medium,12.6,8.341190476,1,4.4
Regular,FDG56,Fruits and Vegetables,Perishables,0.071597469,Medium,13.3,4.575458647,1,4.4
Regular,FDT55,Fruits and Vegetables,Perishables,0.043743689,Medium,13.6,11.60254412,1,4.4
Regular,FDH20,Fruits and Vegetables,Perishables,0.024999711,Low,16.1,6.077080745,1,4.4
Regular,FDK32,Fruits and Vegetables,Perishables,0.049074897,Medium,16.25,9.493427692,1,4.4
Regular,FDT09,Snack Foods,Packaged Foods,0.012288171,Low,15.15,8.576132013,1,4.4
Regular,FDA47,Baking Goods,Packaged Foods,0.11733375,High,10.5,15.63057143,1,4.4
Regular,FDS11,Breads,Perishables,0.05587277,Medium,7.05,31.50479433,1,4.4
Regular,FDL13,Breakfast,Packaged Foods,0.056637129,Medium,13.85,16.88303249,1,4.4
Regular,FDA04,Frozen Foods,Perishables,0.067107448,Medium,11.3,22.84922124,1,4.4
Regular,FDF21,Fruits and Vegetables,Perishables,0.059160135,Medium,10.3,18.59737864,1,4.4
Regular,FDR15,Meat,Perishables,0.03362713,Low,9.3,16.78832258,1,4.4
Regular,FDM51,Meat,Perishables,0.026072872,Low,11.8,8.463338983,1,4.4
Regular,FDN46,Snack Foods,Packaged Foods,0,Low,7.21,14.30418863,1,4.4
Regular,FDI58,Snack Foods,Packaged Foods,0.071104408,Medium,7.64,12.43612565,1,4.4
Regular,FDM57,Snack Foods,Packaged Foods,0.076278201,Medium,11.65,7.312515021,1,4.4
Regular,FDY33,Snack Foods,Packaged Foods,0.097750937,High,14.5,11.0156,1,4.4
low fat,FDU02,Dairy,Perishables,0.103091351,High,13.35,17.22361049,1,4.4
Regular,FDD32,Fruits and Vegetables,Perishables,0.041163522,Medium,17.7,4.566531073,1,4.4
Regular,FDB57,Fruits and Vegetables,Perishables,0.018911474,Low,20.25,10.89270123,1,4.4
Low Fat,NCP06,Household,Household,0.039238384,Medium,20.7,7.383410628,1,4.4
Low Fat,FDV23,Breads,Perishables,0.105816753,High,11,11.45496364,1,4.4
Low Fat,FDH38,Canned,Packaged Foods,0.010436256,Low,6.425,17.98922957,1,4.4
Low Fat,FDX37,Canned,Packaged Foods,0.063017421,Medium,16.2,6.195679012,1,4.4
Low Fat,FDN02,Canned,Packaged Foods,0.073813788,Medium,16.5,12.56144242,1,4.4
Low Fat,FDU04,Frozen Foods,Perishables,0.005547386,Low,7.93,15.32678436,1,4.4
Low Fat,FDX40,Frozen Foods,Perishables,0,Low,12.85,2.981821012,1,4.4
Low Fat,FDX20,Fruits and Vegetables,Perishables,0.042552205,Medium,7.365,30.57325187,1,4.4
Low Fat,FDX55,Fruits and Vegetables,Perishables,0.055195461,Medium,15.1,14.31235762,1,4.4
Low Fat,DRK11,Hard Drinks,Drinks,0.010762387,Low,8.21,18.21427527,1,4.4
Low Fat,DRL23,Hard Drinks,Drinks,0.015301418,Low,18.35,5.738081744,1,4.4
Low Fat,NCN05,Health and Hygiene,Household,0.014456938,Low,8.235,22.44019429,1,4.4
Low Fat,NCH43,Household,Household,0.070555571,Medium,8.42,25.65548694,1,4.4
Low Fat,FDA33,Snack Foods,Packaged Foods,0.033893487,Low,6.48,22.68635802,1,4.4
Low Fat,FDX58,Snack Foods,Packaged Foods,0.043755405,Medium,13.15,13.90836502,1,4.4
Low Fat,FDA21,Snack Foods,Packaged Foods,0.03595391,Medium,13.65,13.5745348,1,4.4
Low Fat,FDG59,Starchy Foods,Packaged Foods,0.043226398,Medium,15.85,2.3669653,1,4.4
Regular,FDL12,Baking Goods,Packaged Foods,0.121609722,High,15.85,3.799495268,1,4.4
Regular,FDU37,Canned,Packaged Foods,0.104488444,High,9.5,8.199578947,1,4.4
Regular,FDE14,Canned,Packaged Foods,0.031439206,Low,13.65,7.331135531,1,4.4
Regular,FDB14,Canned,Packaged Foods,0.102704495,High,20.25,4.657382716,1,4.4
Regular,FDT26,Dairy,Perishables,0.067940657,Medium,18.85,6.315331565,1,4.4
Regular,FDS19,Fruits and Vegetables,Perishables,0.064195136,Medium,13.8,5.49284058,1,4.4
Regular,FDH31,Meat,Perishables,0.020407296,Low,12,8.32535,1,4.4
Regular,FDO15,Meat,Perishables,0.008564925,Low,16.75,4.370376119,1,4.4
Regular,FDG34,Snack Foods,Packaged Foods,0.037563325,Medium,11.5,9.523947826,1,4.4
Regular,FDH47,Starchy Foods,Packaged Foods,0.128791854,High,13.5,7.06717037,1,4.4
Regular,FDL38,Canned,Packaged Foods,0.014730322,Low,13.8,6.588202899,1,4.4
Low Fat,DRL60,Soft Drinks,Drinks,0.045291822,Medium,8.52,18.02443662,1,4.4
Low Fat,FDK38,Canned,Packaged Foods,0.089196394,High,6.65,22.11630075,1,4.4
Low Fat,FDR02,Dairy,Perishables,0.036933417,Medium,16.7,6.538239521,1,4.4
Low Fat,DRI51,Dairy,Perishables,0.070703828,Medium,17.25,9.876892754,1,4.4
Low Fat,FDC41,Frozen Foods,Perishables,0.195688803,High,15.6,4.959423077,1,4.4
Low Fat,NCM05,Health and Hygiene,Household,0.100171568,High,6.825,38.49415385,1,4.4
Low Fat,NCI29,Health and Hygiene,Household,0.054601779,Medium,8.6,16.40876744,1,4.4
Low Fat,NCR53,Health and Hygiene,Household,0.242768664,High,12.15,18.64530041,1,4.4
Low Fat,NCF06,Household,Household,0.033807904,Low,6.235,41.53908581,1,4.4
Low Fat,NCV42,Household,Household,0.052593952,Medium,6.26,17.73527157,1,4.4
Low Fat,NCU54,Household,Household,0.165073642,High,8.88,23.39268018,1,4.4
Low Fat,NCK18,Household,Household,0.011211251,Low,9.6,17.38733333,1,4.4
Low Fat,NCC30,Household,Household,0.046161923,Medium,16.6,10.64062651,1,4.4
Low Fat,NCF42,Household,Household,0.280164929,High,17.35,10.2346513,1,4.4
Low Fat,FDP15,Meat,Perishables,0,Low,15.2,16.84427632,1,4.4
Low Fat,DRB25,Soft Drinks,Drinks,0.116261335,High,12.3,8.706813008,1,4.4
Regular,FDM02,Canned,Packaged Foods,0.12341737,High,12.5,6.881584,1,4.4
Regular,FDA01,Canned,Packaged Foods,0.091018048,High,15,4.01936,1,4.4
Regular,FDI16,Frozen Foods,Perishables,0.227260689,High,14,3.883142857,1,4.4
Regular,FDV28,Frozen Foods,Perishables,0.267352587,High,16.1,2.171167702,1,4.4
Regular,FDF08,Fruits and Vegetables,Perishables,0.109144085,High,14.3,6.173818182,1,4.4
Regular,FDW51,Meat,Perishables,0.158441218,High,6.155,34.72883834,1,4.4
Regular,FDB58,Snack Foods,Packaged Foods,0.022590318,Low,10.5,13.39194286,1,4.4
Regular,FDZ59,Baking Goods,Packaged Foods,0.174110803,High,6.63,25.16591252,1,4.4
Low Fat,FDK36,Baking Goods,Packaged Foods,0.00720931,Low,7.09,6.784682652,1,4.4
Low Fat,FDZ27,Dairy,Perishables,0.017141985,Low,7.935,6.305608066,1,4.4
Low Fat,FDS48,Baking Goods,Packaged Foods,0.027756137,Low,15.15,9.932066007,1,4.4
Low Fat,FDC02,Canned,Packaged Foods,0.068765205,Medium,21.35,12.19802342,1,4.4
Low Fat,FDI15,Dairy,Perishables,0.141234932,High,13.8,19.11510145,1,4.4
Low Fat,DRJ39,Dairy,Perishables,0.036295834,Medium,20.25,10.74312099,1,4.4
Low Fat,FDT40,Frozen Foods,Perishables,0.095715608,High,5.985,21.03054302,1,4.4
Low Fat,FDE29,Frozen Foods,Perishables,0.143010016,High,8.905,6.927321729,1,4.4
Low Fat,FDT28,Frozen Foods,Perishables,0.063513272,Medium,13.3,11.276,1,4.4
Low Fat,FDK41,Frozen Foods,Perishables,0.127435585,High,14.3,6.071496503,1,4.4
Low Fat,FDE45,Fruits and Vegetables,Perishables,0.040323731,Medium,12.1,14.87604959,1,4.4
Low Fat,FDZ20,Fruits and Vegetables,Perishables,0.034278413,Low,16.1,15.85314286,1,4.4
Low Fat,FDT31,Fruits and Vegetables,Perishables,0.012437935,Low,19.75,9.619605063,1,4.4
Low Fat,FDP20,Fruits and Vegetables,Perishables,0.045631231,Medium,19.85,6.453501259,1,4.4
Low Fat,DRM59,Hard Drinks,Drinks,0.003589104,Low,5.88,26.46255102,1,4.4
Low Fat,DRL35,Hard Drinks,Drinks,0.03067808,Low,15.7,2.852038217,1,4.4
Low Fat,DRP35,Hard Drinks,Drinks,0.09079168,High,18.85,6.744488064,1,4.4
Low Fat,NCU17,Health and Hygiene,Household,0,Low,5.32,19.12921053,1,4.4
Low Fat,NCU53,Health and Hygiene,Household,0.042716235,Medium,5.485,30.06092981,1,4.4
Low Fat,NCT05,Health and Hygiene,Household,0.020934413,Low,10.895,23.54907756,1,4.4
Low Fat,NCC19,Household,Household,0.096799953,High,6.57,29.28188737,1,4.4
Low Fat,NCV54,Household,Household,0.033081389,Low,11.1,10.49661261,1,4.4
Low Fat,NCF19,Household,Household,0.035079516,Medium,13,3.684876923,1,4.4
Low Fat,NCE30,Household,Household,0.099053537,High,16,13.2931375,1,4.4
Low Fat,NCG19,Household,Household,0.14781046,High,20.25,11.5981037,1,4.4
Low Fat,FDT21,Snack Foods,Packaged Foods,0.020374875,Low,7.42,33.42442049,1,4.4
Low Fat,FDT57,Snack Foods,Packaged Foods,0.019018943,Low,15.2,15.70557895,1,4.4
